Site    ,Name                                     ,Lat       ,Lon      ,Start    ,End      , Years ,  %  ,AWS
54076,KINGS PLAINS (WINDERMERE)                ,-29.64,151.4297,1/8/2002,1/3/2022,18.3,93,  N
63040,KINGS TABLELANDS                         ,-33.7667,150.3833,1/4/1903,1/1/1971,55.2,81,  N
58029,KINGSCLIFF (CUDGEN HEADLAND)             ,-28.2667,153.5833,1/2/1925,1/3/1953,27.4,97,  N
58137,KINGSCLIFF (WORAM PLACE)                 ,-28.2562,153.5778,1/2/1969,1/3/2022,46.8,88,  N
70149,KINGSDALE                                ,-34.7,149.7,1/9/1960,1/10/1963,2.7,84,  N
56152,KINGSTOWN                                ,-30.55,151.1333,1/10/1904,1/12/1929,24.6,97,  N
56192,KINGSTOWN 2                              ,-30.5,151.1,1/4/1966,1/3/1974,7.9,99,  N
56228,KINGSTOWN POST OFFICE                    ,-30.5078,151.1141,1/1/1981,1/12/2020,40,100,  N
69077,KINGSWOOD                                ,-36.7,149.7,NA,1/5/1932,36.3,86,  N
74157,KINLOCK                                  ,-35.5167,144.6333,1/8/1905,1/3/1921,14.3,91,  N
69126,KIOLOA (LONDON FOUNDATION)               ,-35.5467,150.3767,1/6/1980,1/10/1986,5.3,83,  N
69040,KIOLOA OLD POST OFFICE                   ,-35.5448,150.3758,1/5/1957,1/5/2021,61.9,97,  N
63097,KIRKCONNELL (SUNNY CNR)                  ,-33.4,149.8,1/1/1910,1/12/1960,30.2,59,  N
63111,KIRKCONNELL PRISON CAMP                  ,-33.4167,149.85,1/4/1954,1/11/1977,22.6,95,  N
70238,KIRKENONG                                ,-37.0833,148.9667,1/1/1900,1/12/1918,19,100,  N
68168,KNIGHTS HILL (CHANNEL 5A)                ,-34.6244,150.6939,1/3/1964,1/12/1990,26.4,98,  N
59056,KOGAL (NULLA NULLA CK)                   ,-30.7333,152.5,1/2/1961,1/5/1970,6.7,71,  N
73084,KOKKEDAHL                                ,-34.2,148,NA,1/10/1927,36.3,100,  N
54040,KOLOONA (ALKIRA)                         ,-29.6872,150.62,1/11/1958,1/10/1999,36.8,90,  N
54008,KOLOONA (CAVANBA)                        ,-29.6353,150.7028,1/11/1999,1/2/2017,17.3,100,  N
74158,KOOBA                                    ,-34.1167,146.1333,NA,1/8/1926,40.7,100,  N
57103,KOOKABOOKRA                              ,-30.0093,152.0101,NA,1/2/2022,92.8,71,  N
75038,KOONDROOK STATE FOREST                   ,-35.6833,144.2167,1/1/1938,1/7/1981,43.6,100,  N
73021,KOORAWATHA (BOOROWA STREET)              ,-34.0396,148.5547,1/1/1903,1/2/2022,112.6,94,  N
73126,KOORAWATHA (ILLUNIE)                     ,-34.0667,148.65,1/10/1974,1/2/1983,8.4,100,  N
73130,KOORAWATHA (THE GLEN)                    ,-34.1167,148.55,NA,1/2/1900,7.5,80,  N
73133,KOORAWATHA RAILWAY                       ,-34.0333,148.55,NA,1/5/1913,14.3,89,  N
56171,KOORINGLE                                ,-29.9833,151.2833,1/1/1965,1/11/1972,7.9,100,  N
70236,KOORONG                                  ,-37.05,149.1667,NA,1/12/1926,27.8,99,  N
55148,KOOTINGAL (GATE ST)                      ,-31.0586,151.055,1/2/1961,1/5/2012,51.3,100,  N
55163,KOOTINGAL (LECONFIELD)                   ,-31.1833,151.2167,1/9/1959,1/1/1971,8.4,74,  N
55144,KOOTINGAL (ORANGE GROVE)                 ,-31.05,151.0833,1/8/1958,1/9/1963,5.1,98,  N
55161,KOOTINGAL (STRATHALLYN)                  ,-31.1167,151.15,1/8/1958,1/1/1967,8.5,100,  N
58104,KOREELAH                                 ,-28.7167,153.55,NA,1/3/1915,28.3,97,  N
70056,KOWEN FOREST                             ,-35.2978,149.2817,1/9/1927,1/12/1993,64.8,98,  N
63041,KRAG-O-BOREE PARK                        ,-33.7167,150,1/9/1948,1/7/1950,1.3,65,  N
60033,KRAMBACH (BELLEVUE)                      ,-32.0927,152.2471,1/5/1908,1/2/2022,107.7,95,  N
60021,KRAMBACH (FIREFLY RD)                    ,-32.0564,152.2646,1/1/1910,1/3/2022,107.8,96,  N
60103,KRAMBACH (TIPPERARY)                     ,-32.0641,152.1243,1/9/1970,1/11/2021,51,99,  N
61394,KULNURA (MANGROVE CREEK DAM)             ,-33.2177,151.1251,1/1/1982,1/2/2022,39.9,99,  N
61029,KULNURA (WILLIAM ROAD)                   ,-33.2333,151.2,1/4/1951,1/8/1981,28.3,93,  N
61165,KULNURA NORTH (WILCHER)                  ,-33.1717,151.2067,1/10/1959,1/4/2012,47.9,91,  N
72029,KUNAMA                                   ,-35.55,148.1,1/6/1948,1/5/1957,9,100,  N
60018,KUNDABUNG (SMITH CREEK RD)               ,-31.2074,152.8222,1/5/1999,1/3/2012,8.2,63,  N
57013,KUNDERANG EAST (KENEBREE)                ,-30.8,152.1,NA,1/8/1954,54.5,99,  N
59098,KUNGALA (OMEGA FLATS)                    ,-29.95,153.0333,1/6/1970,1/1/1975,4.7,100,  N
58129,KUNGHUR (THE JUNCTION)                   ,-28.4696,153.2532,1/7/1966,1/3/2022,52.3,94,  N
58031,KUNGHUR POST OFFICE                      ,-28.4667,153.25,1/12/1950,1/12/1970,20.1,100,  N
52050,KUNOPIA                                  ,-28.6667,149.5667,NA,1/1/1994,18,18,  N
66143,KURING-GAI CHASE (WEST HEAD)             ,-33.58,151.2983,1/2/1969,1/12/1991,19.3,84,  N
70058,KURINGAI                                 ,-36.8,149.15,1/1/1940,1/12/1952,13,100,  N
66030,KURNELL                                  ,-34,151.2,1/3/1948,1/6/1950,2.3,100,  N
66072,KURNELL (CALTEX OIL REFINERY)            ,-34.0164,151.2135,1/3/1956,1/9/2010,52.6,96,  N
63043,KURRAJONG HEIGHTS (BELLS LINE OF ROAD)   ,-33.5347,150.6337,NA,1/3/2022,151.6,97,  N
63251,KURRAJONG HEIGHTS (CUDGEE)               ,-33.5167,150.5833,1/2/1973,1/2/1988,2.1,14,  N
63219,KURRAJONG PARK                           ,-33.55,148.8333,1/6/1908,1/6/1916,8.1,100,  N
63042,KURRAJONG POST OFFICE                    ,-33.5556,150.6683,1/11/1932,1/4/1991,56.3,96,  N
63220,KURRAJONG SETTLEMENT                     ,-33.5333,150.6167,1/8/1920,1/7/1927,7,100,  N
61265,KURRI KURRI BOWLING CLUB                 ,-32.8247,151.4881,1/5/1968,1/1/2006,36.7,97,  N
50063,KYALITE                                  ,-32.55,148.35,NA,1/5/1909,10.7,99,  N
75089,KYALITE POST OFFICE                      ,-34.95,143.4833,1/1/1965,1/10/1974,9.8,100,  N
72067,KYAMBA                                   ,-35.6,147.7,NA,1/6/1921,41.3,97,  N
70177,KYBEAN                                   ,-36.3833,149.4,1/12/1905,1/5/1917,11.5,100,  N
70157,KYBEYAN (GANNAWARRAH)                    ,-36.3519,149.4236,1/6/1962,1/11/1995,33.5,100,  N
70118,KYEEMA                                   ,-35.1167,149.9333,1/1/1942,1/2/1971,29.2,100,  N
58146,KYOGLE (LARKIN STREET)                   ,-28.6211,152.9977,1/11/1969,1/1/2016,45.4,98,  N
58032,KYOGLE POST OFFICE                       ,-28.6223,153.0034,1/11/1905,1/4/2017,104.7,94,  N
65057,KYWONG                                   ,-33.6,147.6,1/1/1913,1/8/1937,24.6,100,  N
49091,LACHLAN DOWNS                            ,-33,145.8333,NA,1/4/1909,25.6,97,  N
72098,LACMALAC (FEDERAL PARK)                  ,-35.3448,148.3837,1/5/1970,1/2/2022,51.4,99,  N
72138,LADYSMITH (TYWONG STREET)                ,-35.2102,147.5188,1/1/2000,1/12/2009,10,100,  N
61166,LAGOON MOUNTAIN                          ,-31.7,150.9667,1/11/1960,1/5/1975,14.6,100,  N
61164,LAGUNA (MURRAYS RUN)                     ,-33.1046,151.1677,1/4/1959,1/9/2014,54,97,  N
70036,LAKE BATHURST (SOMERTON)                 ,-35.0138,149.6508,1/11/1931,1/12/2020,89.2,100,  N
46088,LAKE BOULKA                              ,-30.0333,141.8667,NA,1/6/1914,16.4,45,  N
75087,LAKE BREWSTER                            ,-33.3992,145.9801,1/3/1955,1/4/2000,44.6,99,  N
75017,LAKE CARGELLIGO (FAIRVIEW)               ,-33.17,146.642,1/7/2003,1/2/2022,18.7,100,  N
75030,LAKE CARGELLIGO (GUNNIGULDRIE)           ,-33.2372,146.1345,1/6/1928,1/5/2010,75,91,  N
75043,LAKE CARGELLIGO (MERRI-MERRIGAL)         ,-33.3935,146.0385,NA,1/12/2010,124,98,  N
75124,LAKE CARGELLIGO (SPRINGFIELD)            ,-33.3,146.2,1/1/1903,1/11/1933,29.6,96,  N
75132,LAKE CARGELLIGO (WOOYEO)                 ,-33.2176,146.2973,1/1/1906,1/10/2013,70.3,65,  N
75039,LAKE CARGELLIGO AIRPORT                  ,-33.2832,146.3706,NA,1/3/2022,138.7,99,  N
75008,LAKE CARGELLIGO AIRPORT DLWC             ,-33.2833,146.3707,1/5/2000,1/5/2011,11,99,  N
60004,LAKE CATHIE POST OFFICE                  ,-31.55,152.85,1/6/1949,1/9/1970,18.3,85,  N
46097,LAKE COBHAM                              ,-30.15,142.0833,NA,1/4/1914,30.8,88,  N
50022,LAKE COWAL                               ,-33.7,147.4,NA,1/5/1950,67.4,96,  N
50064,LAKE COWAL 2                             ,-33.7,147.4,NA,1/5/1925,38.4,100,  N
50065,LAKE COWAL WEST                          ,-33.7,147.4833,NA,1/6/1915,26,93,  N
74061,LAKE MIDGEON                             ,-34.6,146.65,NA,1/6/1949,51.7,98,  N
48164,LAKE STATION                             ,-29.8667,147.3333,NA,1/9/1909,9.9,100,  N
47017,LAKE VICTORIA (CAL-LAL)                  ,-34.0833,141.1833,NA,1/7/1979,88.3,90,  N
47028,LAKE VICTORIA (NULLA)                    ,-33.8221,141.3575,1/1/1931,1/4/2006,74.1,98,  N
47016,LAKE VICTORIA STORAGE                    ,-34.0438,141.2676,1/2/1922,1/3/2022,100.2,100,  N
75040,LAKE VIEW                                ,-34.2333,146,1/1/1946,1/11/1966,20.9,100,  N
70104,LAMBRIGG                                 ,-35.5,149.1,NA,1/12/1936,38.1,91,  N
61284,LAMBTON                                  ,-32.9167,150.7,NA,1/12/1920,16,32,  N
75105,LANDILO                                  ,-34.2,145.3,1/10/1912,1/1/1932,19.3,100,  N
47066,LANGWELL                                 ,-32.6,141.6,1/6/1923,1/12/1930,6.8,90,  N
72077,LANKEYS CREEK (NOONAMEENA)               ,-35.75,147.6906,1/11/1966,1/3/1989,20.5,91,  N
72030,LANKEYS CREEK (WOODRIDGE)                ,-35.8167,147.6667,NA,1/12/1976,71.8,91,  N
50066,LANSDALE                                 ,-32.2167,147.0333,NA,1/9/1923,24.1,100,  N
74159,LANSDOWNE                                ,-35.1,147.1,NA,1/1/1920,30.6,100,  N
60092,LANSDOWNE POST OFFICE                    ,-31.784,152.5353,1/2/1969,1/12/2021,49.7,94,  N
60048,LANSDOWNE UPPER                          ,-31.7,152.45,1/9/1961,1/3/1973,7.8,67,  N
70331,LANYON HOUSE                             ,-35.4915,149.0732,1/11/1989,1/5/2019,24.7,83,  N
58069,LARNOOK                                  ,-28.65,153.1167,1/2/1957,1/3/1964,7.2,100,  N
56174,LAURA                                    ,-30.2333,151.1333,1/1/1936,1/2/1967,31.2,100,  N
72031,LAUREL HILL (KUNDIEWA)                   ,-35.6,148.0833,NA,1/8/1967,66.1,82,  N
72090,LAUREL HILL PRISON CAMP                  ,-35.65,148.0667,1/6/1969,1/6/1975,6,99,  N
60022,LAURIETON (ELOUERA ST)                   ,-31.6393,152.7869,NA,1/12/2019,134.5,100,  N
58033,LAWRENCE POST OFFICE                     ,-29.4967,153.1041,NA,1/6/2020,123.3,91,  N
58068,LAWRENCE ROAD (PRINGLES WAY)             ,-29.4133,153.0153,1/11/2001,1/3/2022,19.8,97,  N
63044,LAWSON (WILSON STREET)                   ,-33.7249,150.4316,NA,1/5/2004,109.1,100,  N
62070,LEADVILLE                                ,-32.05,149.5833,1/3/1908,1/11/1915,7.7,99,  N
62068,LEADVILLE (DAYMAR)                       ,-32.0325,149.5297,1/1/2002,1/11/2010,8.9,100,  N
62035,LEADVILLE (MORETON BAY)                  ,-32.0791,149.605,1/1/1936,1/12/2021,85.9,100,  N
61228,LECONFIELD                               ,-32.6667,151.3333,NA,1/12/1915,24.8,69,  N
48100,LEDKNAPPER TANK                          ,-29.5,146.3,NA,1/7/1934,45.3,95,  N
74007,LEETON (BENTS HILL)                      ,-34.4803,146.5518,1/1/1941,1/11/2021,80.9,100,  N
74254,LEETON (FIVEBOUGH RD)                    ,-34.5123,146.4299,1/5/1992,1/2/2017,24.8,100,  N
74132,LEETON (YARRAMUNDI)                      ,-34.6389,146.2627,1/1/1956,1/9/2003,47.7,100,  N
74062,LEETON CARAVAN PARK                      ,-34.567,146.4114,1/1/1914,1/12/2005,91.1,99,  N
74063,LEETON RICE RESEARCH                     ,-34.55,146.4,1/1/1939,1/5/1951,11.8,95,  N
56164,LEGUME (ACACIA PLATEAU (VERDANT HILLS))  ,-28.3734,152.393,1/5/2003,1/3/2022,18.9,100,  N
56022,LEGUME (NEW KOREELAH)                    ,-28.4622,152.3506,1/5/1903,1/10/2021,118.2,100,  N
56231,LEGUME POST OFFICE                       ,-28.4083,152.3067,1/5/1954,1/12/1992,37.1,96,  N
68163,LEICESTER PARK                           ,-34.4167,150.4,1/1/1957,1/12/1970,14,100,  N
59113,LEIGH (ROLLING ACRES)                    ,-30.3097,152.7635,1/1/1974,1/2/2022,48.2,100,  N
58034,LENNOX HEAD                              ,-28.8,153.6,1/1/1928,1/7/1950,22.4,99,  N
47083,LETHERO                                  ,-33.6833,142.4833,NA,1/7/1917,19.3,99,  N
63045,LEURA POST OFFICE                        ,-33.7117,150.3417,1/3/1908,1/7/1996,87.2,99,  N
66055,LIDCOMBE (CARNARVON GOLF CLUB)           ,-33.8667,151.0333,1/10/1906,1/8/1970,62.8,98,  N
61212,LIDDELL (POWER STATION)                  ,-32.3767,150.96,1/7/1963,1/3/1995,26.9,85,  N
63132,LIDSDALE (MADDOX LANE)                   ,-33.3801,150.0819,1/8/1959,1/2/2022,62.6,100,  N
63046,LIDSDALE STATE FOREST                    ,-33.45,150.05,1/1/1938,1/7/1978,40.4,100,  N
48048,LIGHTNING RIDGE (GUISELEY)               ,-29.75,147.9167,1/1/1930,1/12/1990,57.3,94,  N
48093,LIGHTNING RIDGE (TABRATONG)              ,-29.3333,148.3167,1/1/1947,1/1/1963,16.1,100,  N
48054,LIGHTNING RIDGE POST OFFICE              ,-29.4275,147.9806,NA,1/2/2013,111.5,89,  N
48243,LIGHTNING RIDGE VISITOR INFORMATION CENT ,-29.431,147.9722,1/6/1997,1/3/2022,24.8,100,  N
48055,LILA LOWER                               ,-29.7,145.6,NA,1/10/1947,62.8,100,  N
48101,LILA SPRINGS                             ,-29.5333,145.9667,NA,1/7/1916,23.9,97,  N
66104,LILLI PILLI                              ,-34.05,151.15,1/5/1902,1/6/1941,39.2,100,  N
58035,LILLIAN ROCK                             ,-28.5375,153.1667,1/4/1928,1/12/1968,33.4,82,  N
58148,LILLIAN ROCK (WILLIAMS ROAD)             ,-28.5276,153.1519,1/4/1963,1/3/2022,55.5,94,  N
55320,LIMBRI (JO-CAR)                          ,-31.0407,151.1771,1/4/1987,1/4/2019,31.8,99,  N
55155,LIMBRI (SIRENE)                          ,-31.1167,151.2833,1/1/1959,1/10/1970,11.8,100,  N
55154,LIMBRI PARK                              ,-31.0589,151.2233,1/1/1959,1/6/1998,23.3,59,  N
55030,LIMBRI POST OFFICE                       ,-31.0333,151.15,1/7/1917,1/12/1986,66.5,96,  N
62074,LINBURN (LANDFALL)                       ,-32.4167,149.7167,1/11/1967,1/7/1968,0.7,89,  N
66032,LINDFIELD WEST                           ,-33.7822,151.1486,1/4/1950,1/6/1992,40.7,96,  N
73087,LINTONDALE                               ,-34.4167,147.7333,1/10/1903,1/4/1913,9.6,100,  N
57060,LIONSVILLE                               ,-29.1967,152.515,1/5/1900,1/6/1933,27.2,82,  N
58037,LISMORE (CENTRE STREET)                  ,-28.807,153.2628,NA,1/12/2003,120,100,  N
58071,LISMORE (GOONELLEBAH)                    ,-28.8,153.3167,1/2/1962,1/11/1976,14.1,95,  N
58221,LISMORE (RICHMOND HILL)                  ,-28.7853,153.3409,1/1/2004,1/1/2015,11.1,100,  N
58214,LISMORE AIRPORT AWS                      ,-28.8305,153.2601,1/2/2002,1/2/2022,19.9,99,  Y
48056,LISSINGTON                               ,-29.5,146.3,1/1/1915,1/3/1954,38.3,98,  N
56061,LISTON POST OFFICE                       ,-28.6667,152.0667,1/8/1960,1/5/1976,15.7,99,  N
63224,LITHGOW (BIRDWOOD ST)                    ,-33.4901,150.1498,NA,1/6/2006,91.8,78,  N
63226,LITHGOW (COOERWULL)                      ,-33.4769,150.1303,NA,1/3/2022,106.3,74,  N
63164,LITHGOW (KYLIE PARK)                     ,-33.5552,150.1115,1/8/1959,1/9/2009,50.2,100,  N
63062,LITHGOW (NEWNES FOREST CENTRE)           ,-33.3675,150.2383,1/4/1938,1/11/1999,59.7,97,  N
66051,LITTLE BAY (THE COAST GOLF CLUB)         ,-33.9829,151.2502,1/1/1925,1/9/2017,58.9,63,  Y
63151,LITTLE HARTLEY (KANIMBLA)                ,-33.6272,150.19,1/8/1959,1/5/1990,30.8,100,  N
63072,LITTLE HARTLEY (LITTLE  HARTLEY (LITTLE  ,-33.6956,150.1342,1/6/1951,1/11/2017,66.4,100,  N
63270,LITTLE HARTLEY (ROSCOMMON)               ,-33.6156,150.1682,1/7/1994,1/12/2021,27.3,99,  N
63048,LITTLE HARTLEY (SHEEPCOMBE)              ,-33.5667,150.2,NA,1/12/1976,77.3,99,  N
49116,LITTLE LAKE                              ,-34,144.6,1/1/1933,1/1/1947,14.1,100,  N
59071,LITTLE NYMBOIDA                          ,-30.2,152.9,1/8/1911,1/1/1937,24.5,96,  N
67013,LIVERPOOL                                ,-33.9167,150.9333,1/1/1926,1/4/1966,37.5,93,  N
67020,LIVERPOOL (MICHAEL WENDEN CENTRE)        ,-33.9214,150.8861,1/9/2001,1/2/2013,11.5,100,  N
67035,LIVERPOOL(WHITLAM CENTRE)                ,-33.9272,150.9128,1/3/1962,1/9/2001,39.6,100,  N
62082,LLANGOLLEN                               ,-31.9667,150.0167,NA,1/5/1925,46.9,99,  N
58141,LOADSTONE (HIGH VIEW)                    ,-28.4119,152.9827,1/3/1969,1/1/2020,48.8,96,  N
72032,LOBS HOLE                                ,-35.7667,148.35,1/1/1952,1/12/1952,1,100,  N
69153,LOCHIEL (CARISBROOK FARM)                ,-36.9784,149.8027,1/8/2007,1/2/2022,14.5,99,  N
61032,LOCHINVAR                                ,-32.7,151.45,NA,1/6/1973,74.1,96,  N
63157,LOCHLENE                                 ,-33.8167,149.8333,1/9/1959,1/11/1964,4.7,89,  N
74194,LOCKHART (WELYA)                         ,-35.3196,146.4973,1/1/1967,1/12/2008,41.8,100,  N
74064,LOCKHART BOWLING CLUB                    ,-35.2217,146.7236,NA,1/6/2018,119.6,100,  N
51114,LOHN (WARRIGAL)                          ,-31.6,147.4167,NA,1/12/1937,46.7,100,  N
66147,LONG BAY                                 ,-33.9667,151.2667,1/3/1911,1/11/1918,7.3,95,  N
60055,LONG FLAT POST OFFICE                    ,-31.4368,152.4914,1/4/1906,1/5/2019,69.1,61,  N
67060,LONG POINT                               ,-34.0167,150.9,1/5/1964,1/4/1968,3.6,89,  N
55175,LOOMBERAH (GLENORE)                      ,-31.25,150.9833,1/1/1958,1/12/1970,11.3,86,  N
55182,LOOMBERAH (GLENROSS)                     ,-31.32,150.9875,1/9/1958,1/4/1996,37.7,100,  N
55176,LOOMBERAH (PENDENE)                      ,-31.2573,151.0842,1/8/1958,1/3/2022,63.7,100,  N
55184,LOOMBERAH (TARWARRI)                     ,-31.3833,150.9667,1/8/1958,1/5/1969,10.4,96,  N
55185,LOOMBERAH (WONGARINA)                    ,-31.3167,150.05,1/1/1959,1/12/1976,17.4,97,  N
55217,LOOMBORAH                                ,-31.2,151.1,1/7/1908,1/6/1933,23.5,94,  N
200440,LORD HOWE ISLAND                         ,-31.55,159.0833,NA,1/11/1988,97.3,95,  N
200389,LORD HOWE ISLAND (MILKY WAY)             ,-31.5187,159.0592,1/6/2000,1/3/2022,21.8,100,  N
200375,LORD HOWE ISLAND (ORLANDO)               ,-31.5526,159.0786,1/7/2000,1/2/2022,21.7,100,  N
200839,LORD HOWE ISLAND AERO                    ,-31.5421,159.0786,1/11/1988,1/3/2022,33.4,100,  Y
60027,LORNE (LORNE ROAD)                       ,-31.6559,152.6144,1/1/1938,1/6/2016,76.8,98,  N
61288,LOSTOCK DAM                              ,-32.3322,151.4595,1/11/1969,1/3/2022,52.3,100,  N
61121,LOSTOCK POST OFFICE                      ,-32.3167,151.4667,1/1/1952,1/11/1971,19.8,100,  N
48217,LOUTH (ACTON HILL)                       ,-30.3833,145.3,NA,1/12/1906,16.8,92,  N
48005,LOUTH (BELAH)                            ,-30.5583,145.595,1/5/1936,1/12/1996,54.2,89,  N
48057,LOUTH (BLOXHAM STREET)                   ,-30.5357,145.116,NA,1/4/2018,136.3,99,  N
48131,LOUTH (GAMBOLALLEY)                      ,-30.9623,145.3365,1/2/2000,1/10/2018,18.8,100,  N
48105,LOUTH (MULYA TANK)                       ,-30.75,145.2333,NA,1/5/1936,35.8,79,  N
59105,LOWANNA (GRAFTON ST)                     ,-30.2104,152.899,1/1/1972,1/2/2013,22.1,54,  N
59152,LOWANNA (LOWANNA ROAD)                   ,-30.2109,152.908,1/9/2012,1/11/2021,7.9,86,  N
59108,LOWANNA (YALAMURRA)                      ,-30.1833,152.8667,1/6/1973,1/1/1978,4.7,100,  N
70342,LOWER BORO (ANNWYN)                      ,-35.1913,149.6598,1/6/2002,1/2/2022,19.6,99,  N
70060,LOWER BORO (CALDERWOOD)                  ,-35.1559,149.7725,1/1/1903,1/2/2022,117.4,98,  N
59006,LOWER BUCCA                              ,-30.162,153.0982,1/9/1901,1/2/2022,101.8,84,  N
57052,LOWER CREEK (CEDAR PARK)                 ,-30.7274,152.254,1/9/1961,1/11/2017,50.8,90,  N
57044,LOWER CREEK (MCCORMACKS FLAT)            ,-30.7467,152.28,1/1/1961,1/3/1987,26.3,100,  N
61216,LOWER MANGROVE (POPRAN RD)               ,-33.4176,151.159,1/11/1998,1/2/2022,23.3,100,  N
61033,LOWER MC DONALD                          ,-33.35,151,1/6/1945,1/6/1951,6.1,100,  N
67094,LOWER PORTLAND (HAWKESBURY RIVER)        ,-33.4377,150.8832,1/12/2000,1/1/2022,13.4,63,  N
67044,LOWER PORTLAND (ORANGE GROVE)            ,-33.4481,150.8806,1/5/1963,1/10/1988,25.3,99,  N
